Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
6,09/05/2026,08:50,W06G,"GPOI W06G",-,-,"LIPI W06G-2",PLAYED,"Grays Point 1 - 06&7 1B"
6,09/05/2026,09:40,W06G,"GEOR W06G",-,-,"MART W06G",PLAYED,"Oyster Bay Mini - 3A 6&7"
1,28/03/2026,09:40,W07A,"LIPI W07A-2",-,-,"CSEA W07B",PLAYED,"Woolooware 1 - 06&7 7"
1,28/03/2026,09:40,W07A,"CSEA W07A",-,-,"GPOI W07A",PLAYED,"Woolooware 1 - 06&7 6"
1,28/03/2026,08:50,W07A,"BOSC W07A",-,-,"EEAG W07A-2",PLAYED,"Woronora Heights 2 - 06&7 2"
1,28/03/2026,09:40,W07A,"MENA W07A",-,-,"GEOR W07A",PLAYED,"Buckle 1 - 06&7 A"
1,28/03/2026,12:10,W07A,"EEAG W07A-1",-,-,"LIPI W07A-1",PLAYED,"Anzac 4 - 06&7 1"
2,11/04/2026,09:40,W07A,"CSEA W07B",-,-,"EEAG W07A-1",PLAYED,"Woolooware 1 - 06&7 1"
2,11/04/2026,13:00,W07A,"GEOR W07A",-,-,"LIPI W07A-2",PLAYED,"Oyster Bay Mini - 3A 6&7"
2,11/04/2026,13:00,W07A,"EEAG W07A-2",-,-,"MENA W07A",PLAYED,"Anzac 4 - 06&7 2"
2,11/04/2026,10:30,W07A,"GPOI W07A",-,-,"BOSC W07A",PLAYED,"Grays Point 1 - 06&7 1B"
2,11/04/2026,10:30,W07A,"LIPI W07A-1",-,-,"CSEA W07A",PLAYED,"Lilli Pilli Oval - 06&07 6"
3,18/04/2026,11:20,W07A,"LIPI W07A-2",-,-,"EEAG W07A-2",PLAYED,"Glenn McGrath Mini A - 06&7 1"
3,18/04/2026,09:40,W07A,"CSEA W07B",-,-,"GEOR W07A",PLAYED,"Woolooware 1 - 06&7 1"
3,18/04/2026,08:50,W07A,"BOSC W07A",-,-,"LIPI W07A-1",PLAYED,"Woronora Heights 2 - 06&7 1"
3,18/04/2026,08:50,W07A,"MENA W07A",-,-,"GPOI W07A",PLAYED,"Buckle 1 - 06&7 H"
3,18/04/2026,13:00,W07A,"EEAG W07A-1",-,-,"CSEA W07A",PLAYED,"Anzac 4 - 06&7 2"
4,27/04/2026,13:00,W07A,"GEOR W07A",-,-,"EEAG W07A-1",PLAYED,"Oyster Bay Mini - 3A 6&7"
4,27/04/2026,12:10,W07A,"EEAG W07A-2",-,-,"CSEA W07B",PLAYED,"Anzac 4 - 06&7 1"
4,27/04/2026,09:40,W07A,"GPOI W07A",-,-,"LIPI W07A-2",PLAYED,"Grays Point 1 - 06&7 1A"
4,27/04/2026,11:20,W07A,"LIPI W07A-1",-,-,"MENA W07A",PLAYED,"Glenn McGrath Mini A - 06&7 7"
4,27/04/2026,09:40,W07A,"CSEA W07A",-,-,"BOSC W07A",PLAYED,"Woolooware 1 - 06&7 5"
5,02/05/2026,11:20,W07A,"LIPI W07A-2",-,-,"LIPI W07A-1",PLAYED,"Glenn McGrath Mini A - 06&7 2"
5,02/05/2026,09:40,W07A,"CSEA W07B",-,-,"GPOI W07A",PLAYED,"Woolooware 1 - 06&7 1"
5,02/05/2026,09:40,W07A,"GEOR W07A",-,-,"EEAG W07A-2",PLAYED,"Oyster Bay Mini - 3A 6&7"
5,02/05/2026,09:40,W07A,"MENA W07A",-,-,"CSEA W07A",PLAYED,"Buckle 1 - 06&7 A"
5,02/05/2026,12:10,W07A,"EEAG W07A-1",-,-,"BOSC W07A",PLAYED,"Anzac 4 - 06&7 1"
6,09/05/2026,13:00,W07A,"EEAG W07A-2",-,-,"EEAG W07A-1",PLAYED,"Anzac 4 - 06&7 2"
6,09/05/2026,09:40,W07A,"GPOI W07A",-,-,"GEOR W07A",PLAYED,"Grays Point 1 - 06&7 1B"
6,09/05/2026,11:20,W07A,"LIPI W07A-1",-,-,"CSEA W07B",PLAYED,"Glenn McGrath Mini A - 06&7 1"
6,09/05/2026,09:40,W07A,"CSEA W07A",-,-,"LIPI W07A-2",PLAYED,"Woolooware 1 - 06&7 6"
6,09/05/2026,08:50,W07A,"BOSC W07A",-,-,"MENA W07A",PLAYED,"Woronora Heights 2 - 06&7 6"
1,28/03/2026,10:30,W07B,"LIPI W07B-2",-,-,"GPOI W07C",PLAYED,"Lilli Pilli Oval - 06&07 8"
1,28/03/2026,08:50,W07B,"BANG W07C",-,-,"GEOR W07B",PLAYED,"Billa Road - 06&7 B"
1,28/03/2026,09:40,W07B,"MENA W07B-1",-,-,"STPA W07A",PLAYED,"Buckle 1 - 06&7 B"
1,28/03/2026,09:40,W07B,"GYME W07B",-,-,"SYLV W07A",PLAYED,"Gymea Bay 1 - 06&7 1"
1,28/03/2026,08:00,W07B,"NCAR W07B",-,-,"LIPI W07B-1",PLAYED,"North Caringbah - 06&7 2"
2,11/04/2026,10:30,W07B,"GPOI W07C",-,-,"NCAR W07B",PLAYED,"Grays Point 1 - 06&7 1A"
2,11/04/2026,08:00,W07B,"SYLV W07A",-,-,"LIPI W07B-2",PLAYED,"Box Road 2 - 06&7 2D"
2,11/04/2026,08:50,W07B,"STPA W07A",-,-,"GYME W07B",PLAYED,"Forest Road - 06&7 1"
2,11/04/2026,12:10,W07B,"GEOR W07B",-,-,"MENA W07B-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
2,11/04/2026,10:30,W07B,"LIPI W07B-1",-,-,"BANG W07C",PLAYED,"Lilli Pilli Oval - 06&07 1"
3,18/04/2026,11:20,W07B,"LIPI W07B-2",-,-,"STPA W07A",PLAYED,"Glenn McGrath Mini A - 06&7 2"
3,18/04/2026,10:30,W07B,"GPOI W07C",-,-,"SYLV W07A",PLAYED,"Grays Point 1 - 06&7 1A"
3,18/04/2026,08:50,W07B,"MENA W07B-1",-,-,"LIPI W07B-1",PLAYED,"Buckle 1 - 06&7 A"
3,18/04/2026,09:40,W07B,"GYME W07B",-,-,"GEOR W07B",PLAYED,"Gymea Bay 1 - 06&7 6"
3,18/04/2026,08:00,W07B,"NCAR W07B",-,-,"BANG W07C",PLAYED,"North Caringbah - 06&7 1"
4,27/04/2026,08:00,W07B,"SYLV W07A",-,-,"NCAR W07B",PLAYED,"Box Road 2 - 06&7 2D"
4,27/04/2026,08:00,W07B,"STPA W07A",-,-,"GPOI W07C",PLAYED,"Forest Road - 06&7 4"
4,27/04/2026,13:00,W07B,"GEOR W07B",-,-,"LIPI W07B-2",PLAYED,"Oyster Bay Mini - 3B 6&7"
4,27/04/2026,11:20,W07B,"LIPI W07B-1",-,-,"GYME W07B",PLAYED,"Glenn McGrath Mini A - 06&7 1"
4,27/04/2026,08:50,W07B,"BANG W07C",-,-,"MENA W07B-1",PLAYED,"Billa Road - 06&7 C"
5,02/05/2026,11:20,W07B,"LIPI W07B-2",-,-,"LIPI W07B-1",PLAYED,"Glenn McGrath Mini A - 06&7 3"
5,02/05/2026,09:40,W07B,"GPOI W07C",-,-,"GEOR W07B",PLAYED,"Grays Point 1 - 06&7 1A"
5,02/05/2026,08:50,W07B,"SYLV W07A",-,-,"STPA W07A",PLAYED,"Box Road 2 - 06&7 2A"
5,02/05/2026,09:40,W07B,"GYME W07B",-,-,"BANG W07C",PLAYED,"Gymea Bay 1 - 06&7 1"
5,02/05/2026,08:00,W07B,"NCAR W07B",-,-,"MENA W07B-1",PLAYED,"North Caringbah - 06&7 4"
6,09/05/2026,08:00,W07B,"STPA W07A",-,-,"NCAR W07B",PLAYED,"Forest Road - 06&7 1"
6,09/05/2026,13:50,W07B,"GEOR W07B",-,-,"SYLV W07A",PLAYED,"Oyster Bay Mini - 3B 6&7"
6,09/05/2026,11:20,W07B,"LIPI W07B-1",-,-,"GPOI W07C",PLAYED,"Glenn McGrath Mini A - 06&7 2"
6,09/05/2026,08:50,W07B,"BANG W07C",-,-,"LIPI W07B-2",PLAYED,"Billa Road - 06&7 B"
6,09/05/2026,09:40,W07B,"MENA W07B-1",-,-,"GYME W07B",PLAYED,"Buckle 1 - 06&7 A"
1,28/03/2026,09:40,W07C,"MENA W07B-2",-,-,"LIPI W07C-1 withdrawn was W07E",PLAYED,"Buckle 1 - 06&7 C"
1,28/03/2026,10:30,W07C,"LIPI W07C",-,-,"GEOR W07C-1",PLAYED,"Lilli Pilli Oval - 06&07 7"
1,28/03/2026,09:40,W07C,"CSEA W07D",-,-,"BOSC W07C",PLAYED,"Woolooware 1 - 06&7 5"
1,28/03/2026,10:30,W07C,"KIRR W07B",-,-,"BBAY W07C",PLAYED,"Kareela 5 - 06&7 2"
1,28/03/2026,08:50,W07C,"GYME W07C",-,-,"MART W07C",PLAYED,"Gymea Bay 1 - 06&7 1"
2,11/04/2026,10:30,W07C,"LIPI W07C-1 withdrawn was W07E",-,-,"GYME W07C",PLAYED,"Lilli Pilli Oval - 06&07 2"
2,11/04/2026,08:00,W07C,"BBAY W07C",-,-,"MENA W07B-2",PLAYED,"Lakewood - 06&7 3"
2,11/04/2026,08:50,W07C,"BOSC W07C",-,-,"KIRR W07B",PLAYED,"Woronora Heights 2 - 06&7 1"
2,11/04/2026,12:10,W07C,"GEOR W07C-1",-,-,"CSEA W07D",PLAYED,"Oyster Bay Mini - 3A 6&7"
2,11/04/2026,08:50,W07C,"MART W07C",-,-,"LIPI W07C",PLAYED,"Kingswood Road 2 - 06&7 2"
3,18/04/2026,08:50,W07C,"MENA W07B-2",-,-,"BOSC W07C",PLAYED,"Buckle 1 - 06&7 B"
3,18/04/2026,11:20,W07C,"LIPI W07C-1 withdrawn was W07E",-,-,"BBAY W07C",PLAYED,"Glenn McGrath Mini A - 06&7 3"
3,18/04/2026,09:40,W07C,"CSEA W07D",-,-,"MART W07C",PLAYED,"Woolooware 1 - 06&7 8"
3,18/04/2026,09:40,W07C,"KIRR W07B",-,-,"GEOR W07C-1",PLAYED,"Kareela 5 - 06&7 1"
3,18/04/2026,09:40,W07C,"GYME W07C",-,-,"LIPI W07C",PLAYED,"Gymea Bay 1 - 06&7 2"
4,27/04/2026,08:00,W07C,"BBAY W07C",-,-,"GYME W07C",PLAYED,"Lakewood - 06&7 1"
4,27/04/2026,08:50,W07C,"BOSC W07C",-,-,"LIPI W07C-1 withdrawn was W07E",PLAYED,"Woronora Heights 2 - 06&7 1"
4,27/04/2026,12:10,W07C,"GEOR W07C-1",-,-,"MENA W07B-2",PLAYED,"Oyster Bay Mini - 3A 6&7"
4,27/04/2026,08:50,W07C,"MART W07C",-,-,"KIRR W07B",PLAYED,"Kingswood Road 2 - 06&7 2"
4,27/04/2026,11:20,W07C,"LIPI W07C",-,-,"CSEA W07D",PLAYED,"Glenn McGrath Mini A - 06&7 2"
5,02/05/2026,08:50,W07C,"MENA W07B-2",-,-,"MART W07C",PLAYED,"Buckle 1 - 06&7 H"
5,02/05/2026,11:20,W07C,"LIPI W07C-1 withdrawn was W07E",-,-,"GEOR W07C-1",PLAYED,"Glenn McGrath Mini A - 06&7 4"
5,02/05/2026,08:50,W07C,"BBAY W07C",-,-,"BOSC W07C",PLAYED,"Lakewood - 06&7 1"
5,02/05/2026,09:40,W07C,"KIRR W07B",-,-,"LIPI W07C",PLAYED,"Kareela 5 - 06&7 1"
5,02/05/2026,09:40,W07C,"GYME W07C",-,-,"CSEA W07D",PLAYED,"Gymea Bay 1 - 06&7 6"
6,09/05/2026,08:50,W07C,"BOSC W07C",-,-,"GYME W07C",PLAYED,"Woronora Heights 2 - 06&7 1"
6,09/05/2026,13:50,W07C,"GEOR W07C-1",-,-,"BBAY W07C",PLAYED,"Oyster Bay Mini - 3A 6&7"
6,09/05/2026,09:40,W07C,"MART W07C",-,-,"LIPI W07C-1 withdrawn was W07E",PLAYED,"Kingswood Road 2 - 06&7 1"
6,09/05/2026,10:30,W07C,"LIPI W07C",-,-,"MENA W07B-2",PLAYED,"Glenn McGrath Mini A - 06&7 1"
6,09/05/2026,09:40,W07C,"CSEA W07D",-,-,"KIRR W07B",PLAYED,"Woolooware 1 - 06&7 5"
1,28/03/2026,08:50,W07D,"GYME W07D-1",-,-,"MIRA W07D-2",PLAYED,"Gymea Bay 1 - 06&7 8"
1,28/03/2026,08:50,W07D,"MIRA W07D-1",-,-,"CRSL W07D",PLAYED,"Seymour Shaw 2 - 06&7 2A"
1,28/03/2026,08:50,W07D,"BOSC W07D",-,-,"GPOI W07E",PLAYED,"Woronora Heights 2 - 06&7 3"
1,28/03/2026,11:20,W07D,"GEOR W07C-2",-,-,"STPA W07D",PLAYED,"Oyster Bay Mini - 3A 6&7"
1,28/03/2026,08:00,W07D,"NCAR W07D",-,-,"GYME W07D-2",PLAYED,"North Caringbah - 06&7 3"
2,11/04/2026,10:30,W07D,"MIRA W07D-2",-,-,"NCAR W07D",PLAYED,"Seymour Shaw 2 - 06&7 2A"
2,11/04/2026,08:00,W07D,"STPA W07D",-,-,"GYME W07D-1",PLAYED,"Forest Road - 06&7 4"
2,11/04/2026,09:40,W07D,"GPOI W07E",-,-,"GEOR W07C-2",PLAYED,"Grays Point 1 - 06&7 1A"
2,11/04/2026,08:50,W07D,"CRSL W07D",-,-,"BOSC W07D",PLAYED,"Solander 4A1 - 06&7"
2,11/04/2026,09:40,W07D,"GYME W07D-2",-,-,"MIRA W07D-1","<span class='text-red-600'>FORFEITED</span>","Gymea Bay 1 - 06&7 1"
3,18/04/2026,09:40,W07D,"GYME W07D-1",-,-,"GPOI W07E",PLAYED,"Gymea Bay 1 - 06&7 5"
3,18/04/2026,10:30,W07D,"MIRA W07D-2",-,-,"STPA W07D",PLAYED,"Seymour Shaw 2 - 06&7 2A"
3,18/04/2026,08:50,W07D,"BOSC W07D",-,-,"GYME W07D-2",PLAYED,"Woronora Heights 2 - 06&7 2"
3,18/04/2026,09:40,W07D,"GEOR W07C-2",-,-,"CRSL W07D",PLAYED,"Oyster Bay Mini - 3A 6&7"
3,18/04/2026,08:00,W07D,"NCAR W07D",-,-,"MIRA W07D-1",PLAYED,"North Caringbah - 06&7 2"
4,27/04/2026,08:00,W07D,"STPA W07D",-,-,"NCAR W07D",PLAYED,"Forest Road - 06&7 1"
4,27/04/2026,08:50,W07D,"GPOI W07E",-,-,"MIRA W07D-2",PLAYED,"Grays Point 1 - 06&7 1A"
4,27/04/2026,08:50,W07D,"CRSL W07D",-,-,"GYME W07D-1",PLAYED,"Solander 4A1 - 06&7"
4,27/04/2026,09:40,W07D,"GYME W07D-2",-,-,"GEOR W07C-2",PLAYED,"Gymea Bay 1 - 06&7 2"
4,27/04/2026,10:30,W07D,"MIRA W07D-1",-,-,"BOSC W07D",PLAYED,"Seymour Shaw 2 - 06&7 2A"
5,02/05/2026,09:40,W07D,"GYME W07D-1",-,-,"GYME W07D-2",PLAYED,"Gymea Bay 1 - 06&7 5"
5,02/05/2026,09:40,W07D,"MIRA W07D-2",-,-,"CRSL W07D",PLAYED,"Seymour Shaw 2 - 06&7 2A"
5,02/05/2026,08:50,W07D,"STPA W07D",-,-,"GPOI W07E",PLAYED,"Forest Road - 06&7 1"
5,02/05/2026,08:50,W07D,"GEOR W07C-2",-,-,"MIRA W07D-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
5,02/05/2026,08:00,W07D,"NCAR W07D",-,-,"BOSC W07D",PLAYED,"North Caringbah - 06&7 1"
6,09/05/2026,08:50,W07D,"GPOI W07E",-,-,"NCAR W07D",PLAYED,"Grays Point 1 - 06&7 1A"
6,09/05/2026,08:50,W07D,"CRSL W07D",-,-,"STPA W07D",PLAYED,"Solander 4A1 - 06&7"
6,09/05/2026,09:40,W07D,"GYME W07D-2",-,-,"MIRA W07D-2",PLAYED,"Gymea Bay 1 - 06&7 1"
6,09/05/2026,10:30,W07D,"MIRA W07D-1",-,-,"GYME W07D-1",PLAYED,"Seymour Shaw 2 - 06&7 2A"
6,09/05/2026,08:50,W07D,"BOSC W07D",-,-,"GEOR W07C-2",PLAYED,"Woronora Heights 2 - 06&7 2"
1,28/03/2026,08:50,W07E,"GYME W07E-1",-,-,"CSEA W07E-1",PLAYED,"Gymea Bay 1 - 06&7 6"
1,28/03/2026,09:40,W07E,"CSEA W07E-2",-,-,"GEOR W07F",PLAYED,"Woolooware 1 - 06&7 3"
1,28/03/2026,08:50,W07E,"GYME W07D-3",-,-,"LIPI W07E",PLAYED,"Gymea Bay 1 - 06&7 7"
1,28/03/2026,09:40,W07E,"KIRR W07E",-,-,"MENA W07E",PLAYED,"Kareela 5 - 06&7 1"
1,28/03/2026,08:50,W07E,"BBAY W07E",-,-,"GYME W07E-2",PLAYED,"Lakewood - 06&7 1"
2,11/04/2026,09:40,W07E,"CSEA W07E-1",-,-,"BBAY W07E",PLAYED,"Woolooware 1 - 06&7 8"
2,11/04/2026,09:40,W07E,"MENA W07E",-,-,"GYME W07E-1",PLAYED,"Buckle 1 - 06&7 A"
2,11/04/2026,10:30,W07E,"LIPI W07E",-,-,"KIRR W07E","<span class='text-red-600'>FORFEITED</span>","Lilli Pilli Oval - 06&07 3"
2,11/04/2026,11:20,W07E,"GEOR W07F",-,-,"GYME W07D-3",PLAYED,"Oyster Bay Mini - 3B 6&7"
2,11/04/2026,09:40,W07E,"GYME W07E-2",-,-,"CSEA W07E-2",PLAYED,"Gymea Bay 1 - 06&7 7"
3,18/04/2026,09:40,W07E,"GYME W07E-1",-,-,"LIPI W07E","<span class='text-red-600'>FORFEITED</span>","Gymea Bay 1 - 06&7 3"
3,18/04/2026,09:40,W07E,"CSEA W07E-1",-,-,"MENA W07E",PLAYED,"Woolooware 1 - 06&7 7"
3,18/04/2026,09:40,W07E,"GYME W07D-3",-,-,"GYME W07E-2",PLAYED,"Gymea Bay 1 - 06&7 4"
3,18/04/2026,09:40,W07E,"KIRR W07E",-,-,"GEOR W07F",PLAYED,"Kareela 5 - 06&7 2"
3,18/04/2026,08:50,W07E,"BBAY W07E",-,-,"CSEA W07E-2",PLAYED,"Lakewood - 06&7 2"
4,27/04/2026,09:40,W07E,"MENA W07E",-,-,"BBAY W07E",PLAYED,"Buckle 1 - 06&7 A"
4,27/04/2026,11:20,W07E,"LIPI W07E",-,-,"CSEA W07E-1","<span class='text-red-600'>FORFEITED</span>","Glenn McGrath Mini A - 06&7 3"
4,27/04/2026,12:10,W07E,"GEOR W07F",-,-,"GYME W07E-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
4,27/04/2026,09:40,W07E,"GYME W07E-2",-,-,"KIRR W07E",PLAYED,"Gymea Bay 1 - 06&7 1"
4,27/04/2026,09:40,W07E,"CSEA W07E-2",-,-,"GYME W07D-3",PLAYED,"Woolooware 1 - 06&7 4"
5,02/05/2026,09:40,W07E,"GYME W07E-1",-,-,"GYME W07E-2",PLAYED,"Gymea Bay 1 - 06&7 4"
5,02/05/2026,09:40,W07E,"CSEA W07E-1",-,-,"GEOR W07F",PLAYED,"Woolooware 1 - 06&7 8"
5,02/05/2026,08:50,W07E,"MENA W07E",-,-,"LIPI W07E","<span class='text-red-600'>FORFEITED</span>","Buckle 1 - 06&7 A"
5,02/05/2026,09:40,W07E,"KIRR W07E",-,-,"CSEA W07E-2",PLAYED,"Kareela 5 - 06&7 2"
5,02/05/2026,08:00,W07E,"BBAY W07E",-,-,"GYME W07D-3",PLAYED,"Lakewood - 06&7 1"
6,09/05/2026,10:30,W07E,"LIPI W07E",-,-,"BBAY W07E","<span class='text-red-600'>FORFEITED</span>","Glenn McGrath Mini A - 06&7 7"
6,09/05/2026,13:00,W07E,"GEOR W07F",-,-,"MENA W07E",PLAYED,"Oyster Bay Mini - 3B 6&7"
6,09/05/2026,08:50,W07E,"GYME W07E-2",-,-,"CSEA W07E-1",PLAYED,"Gymea Bay 1 - 06&7 8"
6,09/05/2026,09:40,W07E,"CSEA W07E-2",-,-,"GYME W07E-1",PLAYED,"Woolooware 1 - 06&7 4"
6,09/05/2026,08:50,W07E,"GYME W07D-3",-,-,"KIRR W07E",PLAYED,"Gymea Bay 1 - 06&7 1"
1,28/03/2026,12:10,W07F,"EEAG W07F-1",-,-,"GYME W07F-1",PLAYED,"Anzac 4 - 06&7 2"
1,28/03/2026,08:50,W07F,"GYME W07F-2",-,-,"HEAT W07F",PLAYED,"Gymea Bay 1 - 06&7 5"
1,28/03/2026,09:40,W07F,"CSEA W07F-2",-,-,"CSEA W07G-3",PLAYED,"Woolooware 1 - 06&7 4"
1,28/03/2026,09:40,W07F,"KIRR W07F",-,-,"GYME W07E-3",PLAYED,"Kareela 5 - 06&7 2"
1,28/03/2026,08:50,W07F,"MART W07F",-,-,"CSEA W07F-1",PLAYED,"Kingswood Road 2 - 06&7 2"
2,11/04/2026,09:40,W07F,"GYME W07F-1",-,-,"MART W07F",PLAYED,"Gymea Bay 1 - 06&7 5"
2,11/04/2026,09:40,W07F,"GYME W07E-3",-,-,"EEAG W07F-1",PLAYED,"Gymea Bay 1 - 06&7 6"
2,11/04/2026,09:40,W07F,"CSEA W07G-3",-,-,"KIRR W07F",PLAYED,"Woolooware 1 - 06&7 6"
2,11/04/2026,09:00,W07F,"HEAT W07F",-,-,"CSEA W07F-2","<span class='text-red-600'>FORFEITED</span>","Heathcote 3 - 06&7 4"
2,11/04/2026,09:40,W07F,"CSEA W07F-1",-,-,"GYME W07F-2",PLAYED,"Woolooware 1 - 06&7 7"
3,18/04/2026,11:20,W07F,"EEAG W07F-1",-,-,"CSEA W07G-3",PLAYED,"Anzac 4 - 06&7 1"
3,18/04/2026,08:50,W07F,"GYME W07F-1",-,-,"GYME W07E-3",PLAYED,"Gymea Bay 1 - 06&7 1"
3,18/04/2026,09:40,W07F,"CSEA W07F-2",-,-,"CSEA W07F-1",PLAYED,"Woolooware 1 - 06&7 6"
3,18/04/2026,08:50,W07F,"KIRR W07F",-,-,"HEAT W07F",PLAYED,"Kareela 5 - 06&7 1"
3,18/04/2026,08:50,W07F,"MART W07F",-,-,"GYME W07F-2",PLAYED,"Kingswood Road 2 - 06&7 2"
4,27/04/2026,08:50,W07F,"GYME W07E-3",-,-,"MART W07F",PLAYED,"Gymea Bay 1 - 06&7 8"
4,27/04/2026,08:50,W07F,"CSEA W07G-3",-,-,"GYME W07F-1",PLAYED,"Woolooware 1 - 06&7 1"
4,27/04/2026,09:00,W07F,"HEAT W07F",-,-,"EEAG W07F-1",PLAYED,"Heathcote 3 - 06&7 3"
4,27/04/2026,09:40,W07F,"CSEA W07F-1",-,-,"KIRR W07F",PLAYED,"Woolooware 1 - 06&7 3"
4,27/04/2026,08:50,W07F,"GYME W07F-2",-,-,"CSEA W07F-2",PLAYED,"Gymea Bay 1 - 06&7 1"
5,02/05/2026,11:20,W07F,"EEAG W07F-1",-,-,"CSEA W07F-1",PLAYED,"Anzac 4 - 06&7 2"
5,02/05/2026,09:40,W07F,"GYME W07F-1",-,-,"HEAT W07F",PLAYED,"Gymea Bay 1 - 06&7 2"
5,02/05/2026,09:40,W07F,"GYME W07E-3",-,-,"CSEA W07G-3",PLAYED,"Gymea Bay 1 - 06&7 3"
5,02/05/2026,08:50,W07F,"KIRR W07F",-,-,"GYME W07F-2",PLAYED,"Kareela 5 - 06&7 1"
5,02/05/2026,08:50,W07F,"MART W07F",-,-,"CSEA W07F-2",PLAYED,"Kingswood Road 2 - 06&7 1"
6,09/05/2026,09:40,W07F,"CSEA W07G-3",-,-,"MART W07F",PLAYED,"Woolooware 1 - 06&7 1"
6,09/05/2026,09:00,W07F,"HEAT W07F",-,-,"GYME W07E-3",PLAYED,"Heathcote 3 - 06&7 3"
6,09/05/2026,09:40,W07F,"CSEA W07F-1",-,-,"GYME W07F-1",PLAYED,"Woolooware 1 - 06&7 2"
6,09/05/2026,08:50,W07F,"GYME W07F-2",-,-,"EEAG W07F-1",PLAYED,"Gymea Bay 1 - 06&7 7"
6,09/05/2026,09:40,W07F,"CSEA W07F-2",-,-,"KIRR W07F",PLAYED,"Woolooware 1 - 06&7 3"
1,28/03/2026,11:20,W07G,"EEAG W07G",-,-,"MENA W07G-2",PLAYED,"Anzac 4 - 06&7 1"
1,28/03/2026,08:50,W07G,"MENA W07G-1",-,-,"BOSC W07H",PLAYED,"Buckle 1 - 06&7 H"
1,28/03/2026,09:40,W07G,"CSEA W07G-1",-,-,"COMO W07G",PLAYED,"Woolooware 1 - 06&7 1"
1,28/03/2026,08:50,W07G,"CRSL W07G",-,-,"CSEA W07G-2",PLAYED,"Solander 4A1 - 06&7"
1,28/03/2026,12:10,W07G,"GEOR W07H",-,-,"EEAG W07F-2",PLAYED,"Oyster Bay Mini - 3B 6&7"
2,11/04/2026,08:50,W07G,"MENA W07G-2",-,-,"GEOR W07H",PLAYED,"Buckle 1 - 06&7 H"
2,11/04/2026,09:40,W07G,"CSEA W07G-2",-,-,"EEAG W07G",PLAYED,"Woolooware 1 - 06&7 5"
2,11/04/2026,08:00,W07G,"COMO W07G",-,-,"CRSL W07G",PLAYED,"Jannali 1 - 06&7 1"
2,11/04/2026,08:50,W07G,"BOSC W07H",-,-,"CSEA W07G-1",PLAYED,"Woronora Heights 2 - 06&7 2"
2,11/04/2026,12:10,W07G,"EEAG W07F-2",-,-,"MENA W07G-1",PLAYED,"Anzac 4 - 06&7 1"
3,18/04/2026,12:10,W07G,"EEAG W07G",-,-,"COMO W07G",PLAYED,"Anzac 4 - 06&7 2"
3,18/04/2026,08:50,W07G,"MENA W07G-2",-,-,"CSEA W07G-2",PLAYED,"Buckle 1 - 06&7 C"
3,18/04/2026,09:40,W07G,"CSEA W07G-1",-,-,"EEAG W07F-2",PLAYED,"Woolooware 1 - 06&7 5"
3,18/04/2026,08:50,W07G,"CRSL W07G",-,-,"BOSC W07H",PLAYED,"Solander 4A1 - 06&7"
3,18/04/2026,09:40,W07G,"GEOR W07H",-,-,"MENA W07G-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
4,27/04/2026,08:50,W07G,"CSEA W07G-2",-,-,"GEOR W07H",PLAYED,"Woolooware 1 - 06&7 2"
4,27/04/2026,08:50,W07G,"COMO W07G",-,-,"MENA W07G-2",PLAYED,"Jannali 1 - 06&7 2"
4,27/04/2026,08:50,W07G,"BOSC W07H",-,-,"EEAG W07G",PLAYED,"Woronora Heights 2 - 06&7 2"
4,27/04/2026,12:10,W07G,"EEAG W07F-2",-,-,"CRSL W07G",PLAYED,"Anzac 4 - 06&7 2"
4,27/04/2026,09:40,W07G,"MENA W07G-1",-,-,"CSEA W07G-1",PLAYED,"Buckle 1 - 06&7 B"
5,02/05/2026,11:20,W07G,"EEAG W07G",-,-,"EEAG W07F-2",PLAYED,"Anzac 4 - 06&7 1"
5,02/05/2026,08:50,W07G,"MENA W07G-2",-,-,"BOSC W07H",PLAYED,"Buckle 1 - 06&7 B"
5,02/05/2026,09:40,W07G,"CSEA W07G-2",-,-,"COMO W07G",PLAYED,"Woolooware 1 - 06&7 7"
5,02/05/2026,08:50,W07G,"CRSL W07G",-,-,"MENA W07G-1",PLAYED,"Solander 4A1 - 06&7"
5,02/05/2026,08:50,W07G,"GEOR W07H",-,-,"CSEA W07G-1",PLAYED,"Oyster Bay Mini - 3A 6&7"
6,09/05/2026,08:00,W07G,"COMO W07G",-,-,"GEOR W07H",PLAYED,"Jannali 1 - 06&7 1"
6,09/05/2026,08:50,W07G,"BOSC W07H",-,-,"CSEA W07G-2",PLAYED,"Woronora Heights 2 - 06&7 3"
6,09/05/2026,11:20,W07G,"EEAG W07F-2",-,-,"MENA W07G-2",PLAYED,"Anzac 4 - 06&7 1"
6,09/05/2026,09:40,W07G,"MENA W07G-1",-,-,"EEAG W07G",PLAYED,"Buckle 1 - 06&7 B"
6,09/05/2026,08:50,W07G,"CSEA W07G-1",-,-,"CRSL W07G",PLAYED,"Woolooware 1 - 06&7 1"
