Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
1,28/03/2026,09:40,W07H,"LIPI W07H-1",-,-,"CRSL W07H",PLAYED,"Lilli Pilli Oval - 06&07 6"
1,28/03/2026,09:20,W07H,"BARD W07H",-,-,"EEAG W07H",PLAYED,"Ridge 6 - M5 - 06&7 2"
1,28/03/2026,08:50,W07H,"CSEA W07H",-,-,"KIRR W07H",PLAYED,"Woolooware 1 - 06&7 1"
1,28/03/2026,08:00,W07H,"NCAR W07H",-,-,"LOFT W07H",PLAYED,"North Caringbah - 06&7 4"
1,28/03/2026,08:50,W07H,"MENA W07G-3",-,-,"LIPI W07H-2",PLAYED,"Buckle 1 - 06&7 A"
2,11/04/2026,08:50,W07H,"CRSL W07H",-,-,"MENA W07G-3",PLAYED,"Solander 4A2 - 06&7"
2,11/04/2026,09:50,W07H,"LOFT W07H",-,-,"LIPI W07H-1",PLAYED,"Loftus Oval 2 Mini - 6&7"
2,11/04/2026,08:50,W07H,"KIRR W07H",-,-,"NCAR W07H",PLAYED,"Kareela 5 - 06&7 1"
2,11/04/2026,12:10,W07H,"EEAG W07H",-,-,"CSEA W07H",PLAYED,"Anzac 4 - 06&7 2"
2,11/04/2026,09:40,W07H,"LIPI W07H-2",-,-,"BARD W07H",PLAYED,"Lilli Pilli Oval - 06&07 2"
3,18/04/2026,10:30,W07H,"LIPI W07H-1",-,-,"KIRR W07H",PLAYED,"Glenn McGrath Mini A - 06&7 5"
3,18/04/2026,08:50,W07H,"CRSL W07H",-,-,"LOFT W07H",PLAYED,"Solander 4A2 - 06&7"
3,18/04/2026,09:40,W07H,"CSEA W07H",-,-,"LIPI W07H-2",PLAYED,"Woolooware 1 - 06&7 4"
3,18/04/2026,08:00,W07H,"NCAR W07H",-,-,"EEAG W07H",PLAYED,"North Caringbah - 06&7 3"
3,18/04/2026,08:50,W07H,"MENA W07G-3",-,-,"BARD W07H",PLAYED,"Buckle 1 - 06&7 D"
4,27/04/2026,09:50,W07H,"LOFT W07H",-,-,"MENA W07G-3",PLAYED,"Loftus Oval 2 Mini - 6&7"
4,27/04/2026,09:40,W07H,"KIRR W07H",-,-,"CRSL W07H",PLAYED,"Kareela 5 - 06&7 1"
4,27/04/2026,11:20,W07H,"EEAG W07H",-,-,"LIPI W07H-1",PLAYED,"Anzac 4 - 06&7 1"
4,27/04/2026,11:20,W07H,"LIPI W07H-2",-,-,"NCAR W07H",PLAYED,"Glenn McGrath Mini A - 06&7 4"
4,27/04/2026,10:10,W07H,"BARD W07H",-,-,"CSEA W07H",PLAYED,"Ridge 6 - M5 - 06&7 1"
5,02/05/2026,11:20,W07H,"LIPI W07H-1",-,-,"LIPI W07H-2",PLAYED,"Glenn McGrath Mini A - 06&7 5"
5,02/05/2026,08:50,W07H,"CRSL W07H",-,-,"EEAG W07H",PLAYED,"Solander 4A2 - 06&7"
5,02/05/2026,10:40,W07H,"LOFT W07H",-,-,"KIRR W07H",PLAYED,"Loftus Oval 2 Mini - 6&7"
5,02/05/2026,08:00,W07H,"NCAR W07H",-,-,"BARD W07H",PLAYED,"North Caringbah - 06&7 2"
5,02/05/2026,08:50,W07H,"MENA W07G-3",-,-,"CSEA W07H",PLAYED,"Buckle 1 - 06&7 C"
6,09/05/2026,09:40,W07H,"KIRR W07H",-,-,"MENA W07G-3",PLAYED,"Kareela 5 - 06&7 1"
6,09/05/2026,10:30,W07H,"EEAG W07H",-,-,"LOFT W07H",PLAYED,"Anzac 4 - 06&7 1"
6,09/05/2026,11:20,W07H,"LIPI W07H-2",-,-,"CRSL W07H",PLAYED,"Glenn McGrath Mini A - 06&7 3"
6,09/05/2026,09:20,W07H,"BARD W07H",-,-,"LIPI W07H-1",PLAYED,"Ridge 6 - M5 - 06&7 1"
6,09/05/2026,08:50,W07H,"CSEA W07H",-,-,"NCAR W07H",PLAYED,"Woolooware 1 - 06&7 8"
1,28/03/2026,08:50,W08A,"CSEA W08A-1",-,-,"CSEA W08A-2",PLAYED,"Woolooware 2 - 08&9 2"
1,28/03/2026,10:30,W08A,"GEOR W08A",-,-,"MENA W08A",PLAYED,"Oyster Bay Mini - 1A 8"
1,28/03/2026,11:20,W08A,"MIRA W08A",-,-,"BOSC W08A",PLAYED,"Seymour Shaw 2 - 08&9 2D"
1,28/03/2026,08:50,W08A,"LIPI W08B-3",-,-,"BBAY W08C",PLAYED,"Jenola Oval - 08&9 3"
1,28/03/2026,09:40,W08A,"LIPI W08A",-,-,"GPOI W08A",PLAYED,"Jenola Oval - 08&9 5"
2,11/04/2026,09:40,W08A,"CSEA W08A-2",-,-,"LIPI W08A",PLAYED,"Woolooware 2 - 08&9 2"
2,11/04/2026,08:00,W08A,"BBAY W08C",-,-,"CSEA W08A-1",PLAYED,"Lakewood - 08&9 1"
2,11/04/2026,09:40,W08A,"BOSC W08A",-,-,"LIPI W08B-3",PLAYED,"Woronora Heights 2 - 08&9 1"
2,11/04/2026,08:50,W08A,"MENA W08A",-,-,"MIRA W08A",PLAYED,"Casuarina Oval 2 - 8&9"
2,11/04/2026,08:50,W08A,"GPOI W08A",-,-,"GEOR W08A",PLAYED,"Grays Point 1 - 08&9 1D"
3,18/04/2026,09:40,W08A,"CSEA W08A-1",-,-,"BOSC W08A",PLAYED,"Woolooware 2 - 08&9 2"
3,18/04/2026,09:40,W08A,"CSEA W08A-2",-,-,"BBAY W08C",PLAYED,"Woolooware 2 - 08&9 3"
3,18/04/2026,09:40,W08A,"MIRA W08A",-,-,"GPOI W08A",PLAYED,"Seymour Shaw 2 - 08&9 2D"
3,18/04/2026,08:50,W08A,"LIPI W08B-3",-,-,"MENA W08A",PLAYED,"Jenola Oval - 08&9 5"
3,18/04/2026,09:40,W08A,"LIPI W08A",-,-,"GEOR W08A",PLAYED,"Jenola Oval - 08&9 5"
4,27/04/2026,08:50,W08A,"BBAY W08C",-,-,"LIPI W08A",PLAYED,"Lakewood - 08&9 2"
4,27/04/2026,09:40,W08A,"BOSC W08A",-,-,"CSEA W08A-2",PLAYED,"Woronora Heights 2 - 08&9 1"
4,27/04/2026,08:00,W08A,"MENA W08A",-,-,"CSEA W08A-1",PLAYED,"Casuarina Oval 2 - 8&9"
4,27/04/2026,09:40,W08A,"GPOI W08A",-,-,"LIPI W08B-3",PLAYED,"Grays Point 1 - 08&9 1E"
4,27/04/2026,13:50,W08A,"GEOR W08A",-,-,"MIRA W08A",PLAYED,"Oyster Bay Mini - 1A 8"
5,02/05/2026,09:40,W08A,"CSEA W08A-1",-,-,"GPOI W08A",PLAYED,"Woolooware 2 - 08&9 2"
5,02/05/2026,08:50,W08A,"CSEA W08A-2",-,-,"MENA W08A",PLAYED,"Woolooware 2 - 08&9 2"
5,02/05/2026,08:00,W08A,"BBAY W08C",-,-,"BOSC W08A",PLAYED,"Lakewood - 08&9 1"
5,02/05/2026,09:40,W08A,"LIPI W08B-3",-,-,"GEOR W08A",PLAYED,"Jenola Oval - 08&9 1"
5,02/05/2026,09:40,W08A,"LIPI W08A",-,-,"MIRA W08A",PLAYED,"Jenola Oval - 08&9 2"
6,09/05/2026,09:40,W08A,"BOSC W08A",-,-,"LIPI W08A",PLAYED,"Woronora Heights 2 - 08&9 1"
6,09/05/2026,08:50,W08A,"MENA W08A",-,-,"BBAY W08C",PLAYED,"Casuarina Oval 2 - 8&9"
6,09/05/2026,09:40,W08A,"GPOI W08A",-,-,"CSEA W08A-2",PLAYED,"Grays Point 1 - 08&9 1E"
6,09/05/2026,13:00,W08A,"GEOR W08A",-,-,"CSEA W08A-1",PLAYED,"Oyster Bay Mini - 1A 8"
6,09/05/2026,13:00,W08A,"MIRA W08A",-,-,"LIPI W08B-3",PLAYED,"Seymour Shaw 2 - 08&9 2D"
1,28/03/2026,09:40,W08B,"MENA W08B",-,-,"LIPI W08B-2",PLAYED,"Casuarina Oval 1 - 1A"
1,28/03/2026,08:50,W08B,"LIPI W08B-1",-,-,"GPOI W08B",PLAYED,"Jenola Oval - 08&9 2"
1,28/03/2026,08:00,W08B,"EEAG W08A",-,-,"KIRR W08B",PLAYED,"Anzac 3 - 08&9 3"
1,28/03/2026,09:40,W08B,"CRSL W08B",-,-,"GEOR W08B",PLAYED,"Solander 4A - 08&9"
1,28/03/2026,11:30,W08B,"NSUT W08B",-,-,"BARD W08B",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
2,11/04/2026,08:00,W08B,"LIPI W08B-2",-,-,"NSUT W08B",PLAYED,"Jenola Oval - 08&9 3"
2,11/04/2026,13:00,W08B,"GEOR W08B",-,-,"MENA W08B",PLAYED,"Oyster Bay Mini - 1A 8"
2,11/04/2026,08:00,W08B,"KIRR W08B",-,-,"CRSL W08B",PLAYED,"Kareela 4 - 08&9 4"
2,11/04/2026,08:00,W08B,"GPOI W08B",-,-,"EEAG W08A",PLAYED,"Grays Point 1 - 08&9 1E"
2,11/04/2026,09:20,W08B,"BARD W08B",-,-,"LIPI W08B-1","<span class='text-red-600'>FORFEITED</span>","Ridge 6 - M7 - 08&9"
3,18/04/2026,08:50,W08B,"MENA W08B",-,-,"KIRR W08B",PLAYED,"Casuarina Oval 1 - 1B"
3,18/04/2026,08:50,W08B,"LIPI W08B-2",-,-,"GEOR W08B",PLAYED,"Jenola Oval - 08&9 2"
3,18/04/2026,08:00,W08B,"EEAG W08A",-,-,"BARD W08B",PLAYED,"Anzac 3 - 08&9 3"
3,18/04/2026,09:40,W08B,"CRSL W08B",-,-,"GPOI W08B",PLAYED,"Solander 4B - 08&9"
3,18/04/2026,11:30,W08B,"NSUT W08B",-,-,"LIPI W08B-1",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
4,27/04/2026,13:00,W08B,"GEOR W08B",-,-,"NSUT W08B",PLAYED,"Oyster Bay Mini - 1A 8"
4,27/04/2026,08:00,W08B,"KIRR W08B",-,-,"LIPI W08B-2",PLAYED,"Kareela 4 - 08&9 4"
4,27/04/2026,08:50,W08B,"GPOI W08B",-,-,"MENA W08B",PLAYED,"Grays Point 1 - 08&9 1E"
4,27/04/2026,09:20,W08B,"BARD W08B",-,-,"CRSL W08B",PLAYED,"Ridge 6 - M7 - 08&9"
4,27/04/2026,08:00,W08B,"LIPI W08B-1",-,-,"EEAG W08A",PLAYED,"Jenola Oval - 08&9 5"
5,02/05/2026,08:50,W08B,"MENA W08B",-,-,"BARD W08B",PLAYED,"Casuarina Oval 1 - 1A"
5,02/05/2026,08:00,W08B,"LIPI W08B-2",-,-,"GPOI W08B",PLAYED,"Jenola Oval - 08&9 2"
5,02/05/2026,09:40,W08B,"GEOR W08B",-,-,"KIRR W08B",PLAYED,"Oyster Bay Mini - 1A 8"
5,02/05/2026,09:40,W08B,"CRSL W08B",-,-,"LIPI W08B-1",PLAYED,"Solander 4A - 08&9"
5,02/05/2026,11:30,W08B,"NSUT W08B",-,-,"EEAG W08A",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
6,09/05/2026,08:00,W08B,"KIRR W08B",-,-,"NSUT W08B",PLAYED,"Kareela 4 - 08&9 3"
6,09/05/2026,08:50,W08B,"GPOI W08B",-,-,"GEOR W08B",PLAYED,"Grays Point 1 - 08&9 1E"
6,09/05/2026,09:20,W08B,"BARD W08B",-,-,"LIPI W08B-2",PLAYED,"Ridge 6 - M7 - 08&9"
6,09/05/2026,08:00,W08B,"LIPI W08B-1",-,-,"MENA W08B",PLAYED,"Jenola Oval - 08&9 5"
6,09/05/2026,08:50,W08B,"EEAG W08A",-,-,"CRSL W08B",PLAYED,"Anzac 3 - 08&9 2"
1,28/03/2026,08:00,W08C,"STPA W08C",-,-,"CSEA W08C-1",PLAYED,"Forest Road - 08&9 2"
1,28/03/2026,08:00,W08C,"LOFT W08E",-,-,"NCAR W08C",PLAYED,"Loftus Oval 1 - 8&9 2"
1,28/03/2026,11:00,W08C,"TITANS W08C",-,-,"BANG W08C",PLAYED,"Coachwood Oval - Mini 2"
1,28/03/2026,08:00,W08C,"GYME W08A",-,-,"GEOR W08C",PLAYED,"Gymea Bay 2 - 08&9 - 09"
1,28/03/2026,08:50,W08C,"LIPI W08C",-,-,"MIRA W08C",PLAYED,"Jenola Oval - 08&9 4"
2,11/04/2026,08:50,W08C,"CSEA W08C-1",-,-,"LIPI W08C",PLAYED,"Woolooware 2 - 08&9 1"
2,11/04/2026,12:10,W08C,"GEOR W08C",-,-,"STPA W08C",PLAYED,"Oyster Bay Mini - 1A 8"
2,11/04/2026,11:00,W08C,"TITANS W08C",-,-,"GYME W08A",PLAYED,"Coachwood Oval - Mini 2"
2,11/04/2026,08:50,W08C,"NCAR W08C",-,-,"BANG W08C",PLAYED,"North Caringbah - 08&9 2"
2,11/04/2026,12:10,W08C,"MIRA W08C",-,-,"LOFT W08E",PLAYED,"Solander 4A - 08&9"
3,18/04/2026,11:00,W08C,"TITANS W08C",-,-,"STPA W08C",PLAYED,"Coachwood Oval - Mini 2"
3,18/04/2026,08:50,W08C,"CSEA W08C-1",-,-,"GEOR W08C",PLAYED,"Woolooware 2 - 08&9 1"
3,18/04/2026,08:50,W08C,"BANG W08C",-,-,"MIRA W08C",PLAYED,"Billa Road 1 - 08&9"
3,18/04/2026,08:50,W08C,"GYME W08A",-,-,"NCAR W08C",PLAYED,"Gymea Bay 2 - 08&9 - 11"
3,18/04/2026,08:50,W08C,"LIPI W08C",-,-,"LOFT W08E",PLAYED,"Jenola Oval - 08&9 4"
4,27/04/2026,12:10,W08C,"GEOR W08C",-,-,"LIPI W08C",PLAYED,"Oyster Bay Mini - 1A 8"
4,27/04/2026,08:50,W08C,"NCAR W08C",-,-,"STPA W08C",PLAYED,"North Caringbah - 08&9 3"
4,27/04/2026,13:00,W08C,"MIRA W08C",-,-,"GYME W08A",PLAYED,"Solander 4B - 08&9"
4,27/04/2026,08:00,W08C,"LOFT W08E",-,-,"BANG W08C",PLAYED,"Loftus Oval 1 - 8&9 2"
5,02/05/2026,08:00,W08C,"STPA W08C",-,-,"MIRA W08C",PLAYED,"Forest Road - 08&9 1"
5,02/05/2026,08:50,W08C,"CSEA W08C-1",-,-,"NCAR W08C",PLAYED,"Woolooware 2 - 08&9 1"
5,02/05/2026,11:00,W08C,"TITANS W08C",-,-,"GEOR W08C",PLAYED,"Coachwood Oval - Mini 2"
5,02/05/2026,08:50,W08C,"GYME W08A",-,-,"LOFT W08E",PLAYED,"Gymea Bay 2 - 08&9 - 12"
5,02/05/2026,08:50,W08C,"LIPI W08C",-,-,"BANG W08C",PLAYED,"Jenola Oval - 08&9 3"
6,09/05/2026,11:00,W08C,"TITANS W08C",-,-,"LIPI W08C",PLAYED,"Coachwood Oval - Mini 2"
6,09/05/2026,08:50,W08C,"NCAR W08C",-,-,"GEOR W08C",PLAYED,"North Caringbah - 08&9 3"
6,09/05/2026,12:10,W08C,"MIRA W08C",-,-,"CSEA W08C-1",PLAYED,"Seymour Shaw 2 - 08&9 2D"
6,09/05/2026,08:00,W08C,"LOFT W08E",-,-,"STPA W08C",PLAYED,"Loftus Oval 1 - 8&9 2"
6,09/05/2026,10:30,W08C,"BANG W08C",-,-,"GYME W08A",PLAYED,"Billa Road 1 - 08&9"
1,28/03/2026,08:00,W08D,"CSEA W08F-1",-,-,"MART W08D",PLAYED,"Woolooware 2 - 08&9 1"
1,28/03/2026,09:40,W08D,"GEOR W08D",-,-,"BANG W08D",PLAYED,"Oyster Bay Mini - 1A 8"
1,28/03/2026,10:30,W08D,"MIRA W08D-1",-,-,"MENA W08D",PLAYED,"Seymour Shaw 2 - 08&9 2D"
1,28/03/2026,08:50,W08D,"LIPI W08D",-,-,"EEAG W08D",PLAYED,"Jenola Oval - 08&9 5"
1,28/03/2026,08:00,W08D,"GYME W08D",-,-,"CSEA W08C-2",PLAYED,"Gymea Bay 2 - 08&9 - 12"
2,11/04/2026,10:30,W08D,"MART W08D",-,-,"GYME W08D",PLAYED,"Kingswood Road 2 - 08&9"
2,11/04/2026,08:50,W08D,"EEAG W08D",-,-,"CSEA W08F-1",PLAYED,"Anzac 3 - 08&9 2"
2,11/04/2026,08:00,W08D,"MENA W08D",-,-,"LIPI W08D",PLAYED,"Casuarina Oval 2 - 8&9"
2,11/04/2026,08:50,W08D,"BANG W08D",-,-,"MIRA W08D-1",PLAYED,"Billa Road 1 - 08&9"
2,11/04/2026,08:50,W08D,"CSEA W08C-2",-,-,"GEOR W08D",PLAYED,"Woolooware 2 - 08&9 4"
3,18/04/2026,08:50,W08D,"CSEA W08F-1",-,-,"MENA W08D",PLAYED,"Woolooware 2 - 08&9 4"
3,18/04/2026,12:10,W08D,"MART W08D",-,-,"EEAG W08D",PLAYED,"Kingswood Road 2 - 08&9"
3,18/04/2026,08:50,W08D,"MIRA W08D-1",-,-,"CSEA W08C-2",PLAYED,"Seymour Shaw 2 - 08&9 2D"
3,18/04/2026,08:50,W08D,"LIPI W08D",-,-,"BANG W08D",PLAYED,"Jenola Oval - 08&9 3"
3,18/04/2026,08:50,W08D,"GYME W08D",-,-,"GEOR W08D",PLAYED,"Gymea Bay 2 - 08&9 - 10"
4,27/04/2026,08:50,W08D,"EEAG W08D",-,-,"GYME W08D",PLAYED,"Anzac 3 - 08&9 2"
4,27/04/2026,08:50,W08D,"MENA W08D",-,-,"MART W08D",PLAYED,"Casuarina Oval 1 - 1C"
4,27/04/2026,09:40,W08D,"BANG W08D",-,-,"CSEA W08F-1",PLAYED,"Billa Road 1 - 08&9"
4,27/04/2026,08:00,W08D,"CSEA W08C-2",-,-,"LIPI W08D",PLAYED,"Woolooware 2 - 08&9 4"
4,27/04/2026,11:20,W08D,"GEOR W08D",-,-,"MIRA W08D-1",PLAYED,"Oyster Bay Mini - 1A 8"
5,02/05/2026,08:50,W08D,"CSEA W08F-1",-,-,"CSEA W08C-2","<span class='text-red-600'>FORFEITED</span>","Woolooware 2 - 08&9 4"
5,02/05/2026,12:10,W08D,"MART W08D",-,-,"BANG W08D",PLAYED,"Kingswood Road 2 - 08&9"
5,02/05/2026,08:00,W08D,"EEAG W08D",-,-,"MENA W08D",PLAYED,"Anzac 3 - 08&9 3"
5,02/05/2026,08:00,W08D,"LIPI W08D",-,-,"GEOR W08D",PLAYED,"Jenola Oval - 08&9 3"
5,02/05/2026,08:50,W08D,"GYME W08D",-,-,"MIRA W08D-1",PLAYED,"Gymea Bay 2 - 08&9 - 11"
6,09/05/2026,08:50,W08D,"MENA W08D",-,-,"GYME W08D",PLAYED,"Casuarina Oval 1 - 1C"
6,09/05/2026,09:40,W08D,"BANG W08D",-,-,"EEAG W08D",PLAYED,"Billa Road 1 - 08&9"
6,09/05/2026,08:00,W08D,"CSEA W08C-2",-,-,"MART W08D",PLAYED,"Woolooware 2 - 08&9 1"
6,09/05/2026,12:10,W08D,"GEOR W08D",-,-,"CSEA W08F-1",PLAYED,"Oyster Bay Mini - 1A 8"
6,09/05/2026,11:20,W08D,"MIRA W08D-1",-,-,"LIPI W08D",PLAYED,"Seymour Shaw 2 - 08&9 2D"
1,28/03/2026,10:10,W08E,"BUND W08E",-,-,"NSUT W08E",PLAYED,"Bundeena Mini - 08&9"
1,28/03/2026,08:00,W08E,"CSEA W08E",-,-,"KIRR W08E",PLAYED,"Woolooware 2 - 08&9 4"
1,28/03/2026,08:50,W08E,"BANG W08E",-,-,"GEOR W08E",PLAYED,"Billa Road 1 - 08&9"
1,28/03/2026,11:30,W08E,"HEAT W08E",-,-,"MIRA W08D-2",PLAYED,"Heathcote 3 - 08&9 1"
1,28/03/2026,08:00,W08E,"LIPI W08E",-,-,"BOSC W08E",PLAYED,"Jenola Oval - 08&9 5"
2,11/04/2026,09:50,W08E,"NSUT W08E",-,-,"LIPI W08E",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
2,11/04/2026,11:20,W08E,"MIRA W08D-2",-,-,"BUND W08E",PLAYED,"Solander 4A - 08&9"
2,11/04/2026,11:20,W08E,"GEOR W08E",-,-,"HEAT W08E",PLAYED,"Oyster Bay Mini - 1A 8"
2,11/04/2026,08:00,W08E,"KIRR W08E",-,-,"BANG W08E",PLAYED,"Kareela 4 - 08&9 3"
2,11/04/2026,08:50,W08E,"BOSC W08E",-,-,"CSEA W08E",PLAYED,"Woronora Heights 2 - 08&9 1"
3,18/04/2026,11:00,W08E,"BUND W08E",-,-,"GEOR W08E",PLAYED,"Bundeena Mini - 08&9"
3,18/04/2026,10:40,W08E,"NSUT W08E",-,-,"MIRA W08D-2",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
3,18/04/2026,08:00,W08E,"BANG W08E",-,-,"BOSC W08E",PLAYED,"Billa Road 1 - 08&9"
3,18/04/2026,11:30,W08E,"HEAT W08E",-,-,"KIRR W08E",PLAYED,"Heathcote 3 - 08&9 1"
3,18/04/2026,08:00,W08E,"LIPI W08E",-,-,"CSEA W08E",PLAYED,"Jenola Oval - 08&9 5"
4,27/04/2026,13:00,W08E,"MIRA W08D-2",-,-,"LIPI W08E",PLAYED,"Solander 4A - 08&9"
4,27/04/2026,10:30,W08E,"GEOR W08E",-,-,"NSUT W08E",PLAYED,"Oyster Bay Mini - 1A 8"
4,27/04/2026,08:00,W08E,"KIRR W08E",-,-,"BUND W08E",PLAYED,"Kareela 4 - 08&9 3"
4,27/04/2026,09:40,W08E,"BOSC W08E",-,-,"HEAT W08E",PLAYED,"Woronora Heights 2 - 08&9 2"
4,27/04/2026,08:00,W08E,"CSEA W08E",-,-,"BANG W08E",PLAYED,"Woolooware 2 - 08&9 3"
5,02/05/2026,09:20,W08E,"BUND W08E",-,-,"BOSC W08E",PLAYED,"Bundeena Mini - 08&9"
5,02/05/2026,10:40,W08E,"NSUT W08E",-,-,"KIRR W08E",PLAYED,"Sutherland Oval 3 Mini 1 - 08&9"
5,02/05/2026,10:30,W08E,"MIRA W08D-2",-,-,"GEOR W08E",PLAYED,"Seymour Shaw 2 - 08&9 2D"
5,02/05/2026,09:50,W08E,"HEAT W08E",-,-,"CSEA W08E",PLAYED,"Heathcote 3 - 08&9 1"
5,02/05/2026,08:50,W08E,"LIPI W08E",-,-,"BANG W08E",PLAYED,"Jenola Oval - 08&9 5"
6,09/05/2026,11:20,W08E,"GEOR W08E",-,-,"LIPI W08E",PLAYED,"Oyster Bay Mini - 1A 8"
6,09/05/2026,08:00,W08E,"KIRR W08E",-,-,"MIRA W08D-2",PLAYED,"Kareela 4 - 08&9 2"
6,09/05/2026,09:40,W08E,"BOSC W08E",-,-,"NSUT W08E",PLAYED,"Woronora Heights 2 - 08&9 2"
6,09/05/2026,08:00,W08E,"CSEA W08E",-,-,"BUND W08E",PLAYED,"Woolooware 2 - 08&9 4"
6,09/05/2026,08:50,W08E,"BANG W08E",-,-,"HEAT W08E",PLAYED,"Billa Road 1 - 08&9"
1,28/03/2026,09:20,W08F,"ECRU W08F",-,-,"CSEA W08F-2",PLAYED,"Preston Park - 08&9 1"
1,28/03/2026,08:00,W08F,"COMO W08F",-,-,"CRSL W08F",PLAYED,"Jannali 1 - 08&9 2"
1,28/03/2026,08:00,W08F,"BBAY W08F",-,-,"EEAG W08F",PLAYED,"Lakewood - 08&9 1"
1,28/03/2026,09:20,W08F,"BARD W08F",-,-,"MART W08F",PLAYED,"Ridge 6 - M7 - 08&9"
1,28/03/2026,08:00,W08F,"GYME W08F",-,-,"SYLV W08F",PLAYED,"Gymea Bay 2 - 08&9 - 11"
1,28/03/2026,-,W08F,"MENA W08F",-,-,BYE,PLAYED,-
2,11/04/2026,09:40,W08F,"CRSL W08F",-,-,"ECRU W08F",PLAYED,"Solander 4A - 08&9"
2,11/04/2026,08:50,W08F,"CSEA W08F-2",-,-,"MENA W08F",PLAYED,"Woolooware 2 - 08&9 3"
2,11/04/2026,08:00,W08F,"EEAG W08F",-,-,"COMO W08F",PLAYED,"Anzac 3 - 08&9 1"
2,11/04/2026,09:40,W08F,"MART W08F",-,-,"BBAY W08F",PLAYED,"Kingswood Road 2 - 08&9"
2,11/04/2026,08:50,W08F,"SYLV W08F",-,-,"BARD W08F",PLAYED,"Box Road 2 - 08&9 2B"
2,11/04/2026,-,W08F,BYE,-,-,"GYME W08F",PLAYED,-
3,18/04/2026,09:20,W08F,"ECRU W08F",-,-,"EEAG W08F",PLAYED,"Preston Park - 08&9 1"
3,18/04/2026,08:50,W08F,"CSEA W08F-2",-,-,"CRSL W08F",PLAYED,"Woolooware 2 - 08&9 3"
3,18/04/2026,08:00,W08F,"COMO W08F",-,-,"MART W08F",PLAYED,"Jannali 1 - 08&9 2"
3,18/04/2026,08:00,W08F,"BBAY W08F",-,-,"SYLV W08F",PLAYED,"Lakewood - 08&9 2"
3,18/04/2026,-,W08F,"BARD W08F",-,-,BYE,PLAYED,-
3,18/04/2026,08:00,W08F,"MENA W08F",-,-,"GYME W08F",PLAYED,"Casuarina Oval 1 - 1B"
4,27/04/2026,09:40,W08F,"MART W08F",-,-,"ECRU W08F",PLAYED,"Kingswood Road 2 - 08&9"
4,27/04/2026,08:00,W08F,"EEAG W08F",-,-,"CSEA W08F-2",PLAYED,"Anzac 3 - 08&9 1"
4,27/04/2026,10:30,W08F,"CRSL W08F",-,-,"MENA W08F",PLAYED,"Solander 4B - 08&9"
4,27/04/2026,09:40,W08F,"SYLV W08F",-,-,"COMO W08F",PLAYED,"Box Road 2 - 08&9 2B"
4,27/04/2026,-,W08F,BYE,-,-,"BBAY W08F",PLAYED,-
4,27/04/2026,08:00,W08F,"GYME W08F",-,-,"BARD W08F",PLAYED,"Gymea Bay 2 - 08&9 - 11"
5,02/05/2026,08:30,W08F,"ECRU W08F",-,-,"SYLV W08F",PLAYED,"Preston Park - 08&9 1"
5,02/05/2026,08:00,W08F,"CSEA W08F-2",-,-,"MART W08F",PLAYED,"Woolooware 2 - 08&9 1"
5,02/05/2026,09:40,W08F,"CRSL W08F",-,-,"EEAG W08F",PLAYED,"Solander 4B - 08&9"
5,02/05/2026,-,W08F,"COMO W08F",-,-,BYE,PLAYED,-
5,02/05/2026,08:00,W08F,"BBAY W08F",-,-,"GYME W08F",PLAYED,"Lakewood - 08&9 2"
5,02/05/2026,08:00,W08F,"MENA W08F",-,-,"BARD W08F",PLAYED,"Casuarina Oval 1 - 1A"
6,09/05/2026,-,W08F,BYE,-,-,"ECRU W08F",PLAYED,-
6,09/05/2026,08:50,W08F,"SYLV W08F",-,-,"CSEA W08F-2",PLAYED,"Box Road 2 - 08&9 2A"
6,09/05/2026,10:30,W08F,"MART W08F",-,-,"CRSL W08F",PLAYED,"Kingswood Road 2 - 08&9"
6,09/05/2026,08:00,W08F,"EEAG W08F",-,-,"MENA W08F",PLAYED,"Anzac 3 - 08&9 1"
6,09/05/2026,08:00,W08F,"GYME W08F",-,-,"COMO W08F",PLAYED,"Gymea Bay 2 - 08&9 - 10"
6,09/05/2026,08:30,W08F,"BARD W08F",-,-,"BBAY W08F",PLAYED,"Ridge 6 - M7 - 08&9"
1,28/03/2026,10:30,W09A,"GEOR W09A-1",-,-,"MIRA W09B-1",PLAYED,"Oyster Bay Mini - 1B 9"
1,28/03/2026,12:10,W09A,"MIRA W09A",-,-,"EEAG W09A",PLAYED,"Solander 4B - 08&9"
1,28/03/2026,10:30,W09A,"LIPI W09A-2",-,-,"MENA W09A",PLAYED,"Jenola Oval - 08&9 5"
1,28/03/2026,08:50,W09A,"GYME W09A",-,-,"LIPI W09A-1",PLAYED,"Gymea Bay 2 - 08&9 - 09"
1,28/03/2026,10:30,W09A,"BOSC W09A",-,-,"GEOR W09A-2",PLAYED,"Woronora Heights 2 - 08&9 1"
2,11/04/2026,13:50,W09A,"MIRA W09B-1",-,-,"BOSC W09A",PLAYED,"Seymour Shaw 2 - 08&9 2D"
